word	n
očakávaš	59
očividné	59
pamätníkov	59
pasienky	59
peer	59
peňažný	59
pieskovca	59
piest	59
planétami	59
plast	59
platíš	59
plechovky	59
plánujete	59
podkladu	59
podkroví	59
podotknúť	59
podriadil	59
podržte	59
podzemný	59
pohybujúci	59
pojdem	59
poklese	59
porušovanie	59
porušuje	59
posilnila	59
poslednýkrát	59
poučenie	59
poznávanie	59
počínajúc	59
pramenia	59
predkladá	59
prednosti	59
predpokladané	59
predstavami	59
predstaví	59
prehrávače	59
premávali	59
prenosný	59
preplnené	59
prepustená	59
presadenie	59
presným	59
prestávkou	59
presunom	59
priehyba	59
priečelím	59
prijímania	59
prijímaní	59
prikázala	59
priplával	59
pripravujeme	59
programovacieho	59
proletariátu	59
propagácie	59
prosté	59
prvkoch	59
právnické	59
prázdnych	59
príjemná	59
prísady	59
prístupných	59
pápežské	59
pôrodu	59
pôvodcu	59
radmi	59
rak	59
rakovine	59
regulácii	59
rekreačná	59
riaditeľstva	59
rockového	59
rotunda	59
rozhodnem	59
rozkol	59
rozprávaní	59
rozprávku	59
rozširovala	59
rozšírenej	59
ríšskej	59
rýchlodráhy	59
sadzby	59
samotársky	59
sarkofágu	59
schému	59
sedimentami	59
senzorov	59
severských	59
skener	59
sklenených	59
sklá	59
sladko	59
služobné	59
slávnom	59
solidarity	59
space	59
spaľuje	59
spevácke	59
spoločnými	59
spracúva	59
spravodajských	59
spustošili	59
spätný	59
spôsobia	59
srbsky	59
stanoviská	59
staroveká	59
strelím	59
stvoriteľ	59
stykov	59
supersymetrie	59
svoji	59
svätí	59
symfónií	59
súvisieť	59
súvislé	59
tRNA	59
taktickej	59
telly	59
tenco	59
toast	59
tofu	59
tolerancia	59
tonu	59
trvalej	59
trúbky	59
tureckom	59
uhlíkom	59
ukladali	59
ukradne	59
unikátna	59
uplynulo	59
upravila	59
určeným	59
usadení	59
uväznil	59
uzavretom	59
vecičky	59
verdikt	59
vlakmi	59
vodičom	59
vokálmi	59
vosku	59
vplyvných	59
vyberám	59
vyhlasujem	59
vyhrajú	59
vynesený	59
vyrábalo	59
vysielali	59
vyskúšali	59
vyspala	59
vystavil	59
vysvetlením	59
vyviedol	59
vzdialenom	59
vzišiel	59
vznikajúcej	59
vítaná	59
výmera	59
výškovej	59
vŕšku	59
wave	59
wellington	59
whitey	59
wonov	59
zachraňuje	59
zahynie	59
zakázaných	59
zameranej	59
zamestnaných	59
zamestnávala	59
zapisujú	59
zasnúbený	59
zasraného	59
zaviazaný	59
zažíva	59
zbierajú	59
zbraniam	59
zdieľali	59
zdvihov	59
zmeň	59
zmier	59
zneškodniť	59
zničeného	59
zníženou	59
zoraďte	59
zoskupené	59
zostrelili	59
zostreliť	59
zostúpili	59
zrejmá	59
zvolenia	59
zvrhnutie	59
zväčšujú	59
zájdem	59
zápasník	59
zápisky	59
zázemia	59
zúfalstva	59
úkaz	59
úrodné	59
úspor	59
útočil	59
účtovnej	59
Červenú	59
Čínske	59
Čísla	59
čarovné	59
čerpali	59
československá	59
členená	59
ďakuje	59
ďaľších	59
Ľudový	59
ľahkým	59
ľubovoľnú	59
Šinano	59
Šťastný	59
šrotu	59
štandardnú	59
štatutárne	59
štetky	59
študentský	59
študijnom	59
šťavu	59
Žiadny	59
Žukov	59
ženícha	59
žiadnymi	59
živočícha	59
žánrovo	59
AP	58
Aberdeen	58
Albáncov	58
Algoritmus	58
Aliho	58
Alžbete	58
Ara	58
Architects	58
Argonautov	58
Aviation	58
Azerbajdžanu	58
Bailey	58
Baroková	58
Blaha	58
Brand	58
Bros	58
Cephei	58
Christie	58
Cirkevná	58
Corbusiera	58
Davisovom	58
Dcéra	58
Dolly	58
Domingo	58
Dunajec	58
ESF	58
Education	58
Exchange	58
Face	58
Fayette	58
Fico	58
Filozofickú	58
Formy	58
Friedman	58
Gerald	58
György	58
Hadrián	58
Harvarde	58
Heidelberg	58
Hieronyma	58
Hlboký	58
Holandskom	58
Hradisko	58
Hruška	58
Hráčska	58
Hviezdoslav	58
Hyde	58
Hynek	58
IS	58
Immanuel	58
Incident	58
Isté	58
Jacqueline	58
Johannesburgu	58
Kankkunen	58
Karviná	58
Konstantinovič	58
Krátke	58
Kúty	58
Lepšie	58
Lesnej	58
Lorica	58
Louvru	58
Lýdie	58
MD	58
Marija	58
Mariána	58
Martinovi	58
Mathieu	58
Mečiara	58
MiGov	58
Miloslava	58
Mladí	58
Moravský	58
Možnosti	58
Mys	58
Neustále	58
Niccolò	58
Náš	58
OM	58
Odpor	58
Országh	58
Os	58
PDA	58
Panama	58
Paľo	58
Perth	58
Poloniny	58
Poslanci	58
Poslední	58
Poézia	58
Počítač	58
Požiadavky	58
Pravidlo	58
Pravno	58
Premena	58
Prielom	58
Pričom	58
Prognóza	58
Právne	58
Pápa	58
Rebríček	58
Rijeka	58
Samson	58
Sao	58
Sarajevo	58
Saul	58
Senna	58
Silné	58
Skate	58
Smyrna	58
Spev	58
Spojencami	58
Správca	58
Steyr	58
Stodola	58
Strata	58
Straussa	58
Stredisku	58
Stredoveká	58
Stredoveké	58
Stál	58
Sumeri	58
Syntéza	58
Sánchez	58
Tech	58
Technicky	58
Touch	58
Vandali	58
Viktórie	58
Vincennes	58
Východoslovenského	58
Zakrátko	58
Zdeno	58
Zdeňka	58
Zjednodušene	58
aa	58
administrátora	58
akútnej	58
alma	58
ana	58
autobusovou	58
axióm	58
balada	58
band	58
basu	58
baterky	58
bezdetné	58
binárny	58
bison	58
blázniš	58
bodol	58
burger	58
cause	58
celoštátne	58
cennosti	58
cheng	58
chrbtovej	58
chudáčik	58
chýbajúci	58
cieli	58
citový	58
darwin	58
dbať	58
debutovom	58
decka	58
decku	58
dekrétov	58
deku	58
denny	58
desiateho	58
did	58
dirigenta	58
divokých	58
divácky	58
diétu	58
dlhodobých	58
domobrany	58
dosiahnutých	58
dosková	58
dozvieme	58
duchovnými	58
dusíkom	58
elegantný	58
epocha	58
erotické	58
etanol	58
etiku	58
expozíciu	58
fajku	58
feudálnej	58
feťák	58
filmami	58
finn	58
finálové	58
floridu	58
fotografovať	58
frenchy	58
gangov	58
gangy	58
genetická	58
georga	58
grafy	58
guľové	58
hajzlík	58
hospodárskou	58
hroznú	58
hrádza	58
hub	58
husi	58
hustou	58
hybnosť	58
héj	58
ideálom	58
idúce	58
ignoruje	58
ilúzie	58
inteligentného	58
internátu	58
intuitívne	58
inžinierske	58
iv	58
jeanne	58
jj	58
júnom	58
kV	58
kar	58
karcinómu	58
key	58
kečup	58
klaun	58
klavírnych	58
klubové	58
kniežaťu	58
kolektívnej	58
komunikáciou	58
konsenzus	58
konáre	58
korupcia	58
kotlov	58
koňak	58
krase	58
kresťanskí	58
kritickým	58
krstu	58
ktoréhokoľvek	58
ktosi	58
kupca	58
kópiou	58
kľukového	58
legendárne	58
legislatívne	58
lemujú	58
liberálnych	58
lodnú	58
lokálneho	58
lokálny	58
londýnsky	58
luigi	58
lyman	58
magazine	58
magického	58
majsterkou	58
mamku	58
marcom	58
masívneho	58
maximálneho	58
medicínske	58
medziach	58
metalový	58
miguel	58
mikroskop	58
miley	58
mladšou	58
mn	58
morskými	58
mrakodrapy	58
myšlienkový	58
míňa	58
nafty	58
nahraté	58
najbohatšie	58
najhoršiu	58
najlepšiemu	58
najpravdepodobnejšie	58
najslávnejší	58
nastav	58
neda	58
negatívnu	58
nejedná	58
nemilosrdne	58
nepostúpil	58
nepriaznivým	58
nerozprával	58
nerozumejú	58
nesiem	58
nesmrteľnosti	58
nespokojný	58
nespíš	58
neubližuj	58
nevlastná	58
nezvládne	58
nezúčastnilo	58
nijaká	58
nositelia	58
novinkou	58
náboženskom	58
náhlej	58
náhly	58
nájazdoch	58
núdzovo	58
obkľúčené	58
obytnú	58
ocenila	58
oceánoch	58
odhadol	58
odpadla	58
odstúpení	58
odsťahovali	58
ohrozovať	58
oikos	58
okradli	58
okresným	58
okrúhla	58
ollie	58
olympijskej	58
oppidum	58
optiky	58
orbitálnu	58
oslabiť	58
ospravedlňujeme	58
otcovu	58
otrasné	58
ozdobné	58
oznam	58
paci	58
palubné	58
parchant	58
parfém	58
pastiera	58
pedagogická	58
perkusie	58
petrolej	58
peňažné	58
piatim	58
pilierom	58
pirát	58
plavec	58
plynovej	58
pochybností	58
pochádzalo	58
pockajte	58
poctivý	58
poddanými	58
podstatnou	58
podvody	58
podám	58
podčeľaď	58
pohrebisku	58
pokazila	58
pokynov	58
pologuľa	58
pomocnú	58
pomáhaj	58
poondiaty	58
poprednými	58
populárnymi	58
porozmýšľaj	58
porozprávajte	58
porozprávali	58
poskytovalo	58
poslúžiť	58
posudok	58
posvätného	58
posúvajú	58
používate	58
povinnostiam	58
pozdravujem	58
poznamenané	58
pozorovateľná	58
pozorovateľný	58
praješ	58
pražská	58
prebuď	58
predkami	58
prehnala	58
prehľadali	58
prekladoch	58
prenesenom	58
prestížnu	58
presvedčivé	58
presvedčivý	58
priamke	58
priaznivý	58
pribúdali	58
prietokom	58
prijatiu	58
princov	58
pristávania	58
pristúpili	58
profesionálov	58
protiklady	58
prvoky	58
prvotnej	58
prápory	58
prímorské	58
príslušnú	58
prízemie	58
psychiatrii	58
psí	58
pápežskom	58
pút	58
racionalizmus	58
radikálnej	58
radiť	58
rastlinný	58
reagovali	58
reed	58
reflexná	58
registrov	58
relé	58
retardovaný	58
rezanie	58
riťou	58
robotnícka	58
rockom	58
roman	58
románskej	58
rozhodnutá	58
rozoznáva	58
rozpútal	58
rozširovaním	58
rumunskom	58
ruštinu	58
rybníku	58
rytmické	58
rýchli	58
samovraždou	58
sandra	58
sankcie	58
sekund	58
seniorov	58
sieťovej	58
skazy	58
skupinka	58
sladkú	58
sloan	58
slovný	58
smeti	58
soboty	58
sochárskej	58
sociológiu	58
soulu	58
spektrometer	58
spln	58
spolkového	58
spolužiak	58
spomeniem	58
spotrebiteľov	58
sprievodný	58
spôsoboval	58
starostlivosťou	58
stars	58
stavce	58
stavebne	58
stojaceho	58
stopkách	58
stratenej	58
strehu	58
striedavý	58
stručný	58
stvárnením	58
sully	58
surový	58
suverénne	58
svahmi	58
svedectva	58
svetlú	58
sviečok	58
syntax	58
sérum	58
sódu	58
sľubov	58
tanečníci	58
tektonickej	58
tekutý	58
telefónnych	58
telekomunikácií	58
teritórií	58
teroristami	58
tešia	58
tiffany	58
tisícok	58
toľkými	58
transformácii	58
trestnom	58
trhových	58
trikov	58
trojuholníkové	58
trénerskej	58
tvorenia	58
tímový	58
ublíži	58
udržiavané	58
upravujú	58
urbanistického	58
určoval	58
usadzujú	58
uviazol	58
uvoľneniu	58
užšie	58
valom	58
velké	58
velí	58
venujte	58
verné	58
vesmírnym	58
vidim	58
vinič	58
vinohrady	58
vládcami	58
vnímal	58
vodíkové	58
vozňa	58
vracala	58
vrchnosti	58
vrhu	58
vsietil	58
vymieňajú	58
vyplnený	58
vypovedá	58
vyslancov	58
vysokí	58
využitiu	58
vyšetrovať	58
vyťažiť	58
vzlietnuť	58
vzrast	58
vzácneho	58
vzácnym	58
výbežkom	58
výkriky	58
výnimočného	58
výsadku	58
vývojári	58
vďakyvzdania	58
wan	58
yes	58
zachvíľu	58
zahŕňať	58
zakladatelia	58
zamilovaní	58
zastihnúť	58
zatiahol	58
zavesil	58
zavrú	58
zberom	58
zbieranie	58
zmyslami	58
zničenej	58
zničíš	58
zodpovedných	58
zrýchlenia	58
zvonenie	58
zväčšené	58
záhradami	58
zámorské	58
zásluha	58
zásobníky	58
zástavbe	58
zásuvky	58
závesy	58
Ó	58
ôsme	58
únoscov	58
útočníci	58
účtovníctve	58
čipe	58
Ľudská	58
ľahšia	58
ľavoboku	58
Šanghaj	58
Štatistický	58
Štúrovi	58
škrob	58
špica	58
špirálové	58
štastný	58
študujem	58
štádií	58
šťastí	58
Ťažký	58
ťažšia	58
Žiaľ	58
žijúcimi	58
AGP	57
Abbaye	57
Alana	57
Amélie	57
Argentínou	57
Ariel	57
Aubigny	57
Aucklande	57
Azda	57
Bacon	57
Bath	57
Bežný	57
Bombardier	57
Bora	57
Brezina	57
Brodeur	57
Bulharské	57
Bulvár	57
CNS	57
Caravaggio	57
Cerová	57
Chorvátske	57
Ctibor	57
Detská	57
ECB	57
Egejskom	57
Ekonomickej	57
Elvis	57
Fabius	57
Factor	57
Falcko	57
Fica	57
Fleming	57
Forges	57
Funkcionár	57
Gang	57
Grob	57
Handlovej	57
Hanssen	57
Hendrik	57
Henrym	57
Himaláje	57
Hlavného	57
Hlavou	57
Hondurasu	57
Hospodárske	57
Howarda	57
Hrubá	57
Ivanov	57
Iónske	57
Iľjič	57
Josip	57
Julesa	57
Jürgen	57
KSSZ	57
Karpatsko	57
Kazimíra	57
Kopecký	57
Kostelec	57
Kozorožec	57
Kriváňa	57
Lacrosse	57
Leone	57
Lhasy	57
Lily	57
Lowell	57
Lužice	57
Lázně	57
Mad	57
Magure	57
Mahler	57
Maliar	57
Malou	57
Matematika	57
Metcalf	57
Mníšek	57
Mojžiša	57
Montane	57
Moody	57
Mošovce	57
Márgit	57
NTSC	57
Normanov	57
Obliehanie	57
Obrancovia	57
Ophiuchi	57
Opisuje	57
Orlan	57
Ovídius	57
PAL	57
Palau	57
Palmer	57
Panamerické	57
Panovník	57
Parlamentu	57
Parížom	57
Pise	57
Planum	57
Plastic	57
Pohľad	57
Polárna	57
Popularita	57
Portsmouth	57
Portál	57
Poseidón	57
Postoj	57
Povrchové	57
Pozícia	57
Presvätej	57
Priestory	57
Príležitostne	57
Pyrenejského	57
Páv	57
Quebecu	57
Rainer	57
Ramesse	57
Rudno	57
SPP	57
Savchenková	57
Schiller	57
Seinu	57
Sitno	57
Slimák	57
Spojená	57
Sus	57
Svobodu	57
Symbolom	57
Talian	57
Tita	57
Tuvalu	57
Twist	57
UNICEF	57
Ulysses	57
Vajnory	57
Virgínii	57
Vision	57
Vitamín	57
Višnu	57
Vlaky	57
Vráble	57
Vzduch	57
WHL	57
Wolfe	57
XXII	57
Youth	57
Zahynulo	57
Zakladajúci	57
Zdenka	57
Zemianske	57
Zuzany	57
Záhorská	57
Zúčastnené	57
abstraktná	57
aerodynamické	57
aktualizácie	57
akumulátor	57
alergický	57
aminokyselina	57
amónny	57
autobusmi	57
azbuke	57
babami	57
bazaltových	57
bejzbalová	57
benediktínsky	57
beowulf	57
biomasy	57
blahobytu	57
bolesťami	57
botanike	57
budte	57
bydlisko	57
bye	57
byzantská	57
bárnatý	57
bývalému	57
casu	57
cerkev	57
cesto	57
cestoviny	57
chirurgickej	57
chutný	57
clarice	57
comes	57
company	57
cora	57
cross	57
cárovnej	57
cíť	57
dariť	57
dedičkou	57
deklaráciu	57
dierou	57
divákovi	57
dlhoročnou	57
dochovalo	57
domácou	57
doménou	57
doplnkom	57
dospela	57
dotvára	57
držbe	57
dvanástimi	57
díva	57
egyptská	57
ekosystému	57
elektrárni	57
entomológii	57
enzýmu	57
estetický	57
eugene	57
fermióny	57
financovaná	57
foley	57
futbalovou	57
grafickým	57
hangáru	57
hebrejskej	57
hiro	57
hlavičku	57
hlúpu	57
hokejisti	57
holokaust	57
hovorme	57
hrajúcich	57
hrdinstvo	57
hrubými	57
humanista	57
hustých	57
impaktný	57
industries	57
istota	57
izolovaných	57
jade	57
jednotlivcom	57
kaplánom	57
každoročné	57
kladené	57
klapka	57
klinicky	57
kléru	57
koloniálne	57
kompilácii	57
komplikovanejšie	57
konfiguráciu	57
konkurenta	57
kontinentálny	57
korporácia	57
kostený	57
kozmodróm	57
kočovných	57
kožušiny	57
kraju	57
kremičitého	57
kriminálnikov	57
kričia	57
kuriatko	57
kvapalnej	57
kázní	57
labyrint	57
lanom	57
laz	57
lebkou	57
letná	57
logik	57
lotos	57
lovili	57
léna	57
líniami	57
magic	57
manuálna	57
manželmi	57
marcu	57
marxistickej	57
mays	57
maľbách	57
maš	57
mechanikou	57
metamorfózy	57
meteoritu	57
mika	57
mimoriadnym	57
ministerstiev	57
misku	57
mládenci	57
mládeži	57
mládežníckej	57
modelkou	57
modifikácií	57
montana	57
močového	57
mračná	57
muky	57
murivo	57
mužskú	57
mysliteľ	57
mystika	57
múzeách	57
nacistický	57
nadstavby	57
nadzemných	57
najvhodnejší	57
naozajstný	57
napadnutia	57
napokoji	57
napĺňa	57
naráža	57
nebezpeční	57
nedokončená	57
nekončí	57
nemajte	57
neozval	57
nestabilný	57
neurónov	57
nevinného	57
nezanechal	57
neznesiem	57
nezodpovedá	57
norme	57
nory	57
nosnú	57
novini	57
nálet	57
nárokom	57
náručia	57
nástrahy	57
nízkymi	57
nútili	57
obchvatu	57
obdobne	57
obhajcu	57
objednávok	57
obliekla	57
obmýva	57
obzore	57
odklad	57
odlišovali	57
odpojil	57
odvrátenej	57
odvrátiť	57
odľahlých	57
ohňostroj	57
okienko	57
oklamali	57
opevnením	57
opravovať	57
orientovanej	57
orloj	57
ornej	57
oslavoval	57
pamätníku	57
panstvom	57
paní	57
pasažieri	57
patriarchát	57
patronátom	57
plachiet	57
planetárne	57
platformách	57
pochádzajúceho	57
podnes	57
podporovateľom	57
poker	57
pokladané	57
popísaných	57
poruchám	57
postaveného	57
postihnutá	57
potravinárstve	57
povinnú	57
povolením	57
pozadím	57
pozvaná	57
pozvánky	57
počiny	57
požadovala	57
prasce	57
preberieme	57
prechodných	57
prechádzajúca	57
precízne	57
predajca	57
predchodcami	57
predlohou	57
predveď	57
predvádza	57
predáme	57
premohol	57
prepácte	57
prerobiť	57
prežiješ	57
priateľskom	57
približné	57
pridávali	57
priehrad	57
priepustnosť	57
prierezom	57
prieskumných	57
priestranstve	57
prizerať	57
processus	57
promo	57
protiútoky	57
pružnosti	57
práporov	57
prírodovedných	57
príčinami	57
pyroklastických	57
pánmi	57
párové	57
píly	57
púnskej	57
pútnické	57
racionalizmu	57
reagovala	57
recepty	57
rekreačných	57
renesančným	57
represie	57
riečna	57
roscoe	57
rovnú	57
rozdať	57
rozložiť	57
rozpustení	57
rozumejú	57
rôznom	57
rýchlostný	57
skracuje	57
skry	57
slabou	57
slávnostnom	57
slúžku	57
smial	57
smrtiaci	57
sochárom	57
sochárov	57
softvérové	57
spartský	57
spevnené	57
splodil	57
spojnici	57
spoločenskou	57
spomenuli	57
spomienkach	57
sponzorom	57
správaniu	57
stlačeného	57
stopami	57
stretom	57
strešné	57
striebornou	57
striedaním	57
strmo	57
strážcom	57
stvorené	57
stúpala	57
subtropické	57
surovinou	57
svietia	57
súdnym	57
súpravu	57
tabúľ	57
taktické	57
taktike	57
tancujem	57
tanečného	57
telefónna	57
teoretickú	57
teplotný	57
teroristickej	57
tesár	57
tešila	57
things	57
tokoch	57
tr	57
trasie	57
trefa	57
trent	57
trezore	57
triasť	57
triedami	57
tulák	57
tŕň	57
uchovali	57
uchovanie	57
umiestni	57
unikátnu	57
unikátnych	57
union	57
ustálil	57
uvariť	57
uzdravenie	57
ušetri	57
varuje	57
vatikánskeho	57
vedeného	57
vediete	57
veliteľstve	57
vertikálnej	57
veľvyslanectva	57
vhod	57
viditeľnom	57
vikár	57
virginia	57
vlhkosťou	57
vojvodcov	57
volejbalová	57
vyberieme	57
vyberieš	57
vyhovieť	57
vyhľadávaní	57
vykladá	57
vymreli	57
vyplávala	57
vypracovala	57
vyprodukovala	57
vyrazila	57
vyskytujúcich	57
vyspelý	57
vysvetlila	57
vyzdobený	57
vzdušnou	57
vzormi	57
výbojov	57
výhodný	57
výkonnú	57
výsad	57
výstupný	57
vďaku	57
yuri	57
zajatcami	57
zajačik	57
zakotvila	57
založilo	57
zasadený	57
zasadá	57
zasekol	57
zaslaných	57
zastaveniu	57
zatkla	57
zatkol	57
zaujímam	57
zaujímavosťou	57
zaujímaš	57
zavesenie	57
zborníkov	57
zdali	57
zelenáč	57
zeminy	57
zjednodušená	57
zlosti	57
zlyhaní	57
zobrazením	57
zobrazované	57
zobudili	57
zosnulý	57
zožral	57
zrozumiteľné	57
zrážkou	57
zrýchľuje	57
zulu	57
zvolať	57
zvyknutí	57
zábavou	57
zábrany	57
zákazky	57
zázname	57
Útočník	57
ázijskej	57
és	57
ústrojenstvo	57
účinkovali	57
Čapek	57
Časová	57
Čínsky	57
čerpať	57
čestnej	57
čiapky	57
činná	57
čipov	57
čipu	57
ŠM	57
Štúdiové	57
Švédske	57
šiestym	57
šifier	57
šifrovanie	57
špecifickými	57
štruktúrami	57
študijného	57
šípov	57
Ťažba	57
ťažkostiam	57
železobetónu	57
žeriav	57
žiadalo	57
živom	57
AL	56
Adamec	56
Adolfom	56
Akvinského	56
Aljaška	56
Amand	56
Amur	56
Arc	56
Arnošt	56
Asia	56
At	56
Authority	56
Baník	56
Bazila	56
Beautiful	56
Billom	56
Bird	56
Block	56
Bodrogom	56
Botticelliho	56
Branisko	56
Britain	56
Brémy	56
Bzince	56
Báseň	56
Búrka	56
Bývalé	56
Břetislav	56
Camille	56
Centra	56
Chang	56
Change	56
Cirkevné	56
Commission	56
Cornell	56
Creative	56
Culture	56
Danzig	56
Dezider	56
Ernsta	56
España	56
Finančné	56
Frankfurtu	56
Gabčíkovo	56
Georgeom	56
German	56
Glory	56
Gótov	56
Hahn	56
Handball	56
Haydn	56
Haye	56
Hliník	56
Hole	56
Hronská	56
Hyundai	56
Inou	56
Interu	56
Irisbus	56
Izák	56
Jackets	56
Jamajke	56
Javorníkov	56
Jizerou	56
Jump	56
Kai	56
Kapitule	56
Kitzbühel	56
Kmeť	56
Koncentračný	56
Koránu	56
Lacaille	56
Lavigne	56
Lehár	56
Levočské	56
Levočských	56
Lokomotíva	56
Lyonu	56
Magna	56
Malty	56
Marilyn	56
Matrix	56
Medal	56
Mikuš	56
Miskolc	56
Mohameda	56
Molotov	56
Montpellier	56
Moulins	56
Najjasnejšia	56
Nemce	56
Nero	56
Newtonov	56
Nikolaja	56
Novgorodu	56
Námet	56
Obzor	56
Ohří	56
Ole	56
Oravských	56
Osobitnú	56
Otvorený	56
Palmas	56
Paralelne	56
Pavlov	56
Paz	56
Petrus	56
Philadelphie	56
Pictures	56
Podunajské	56
Portugalská	56
Považia	56
Prejavy	56
Prestavba	56
Pretty	56
Producentom	56
Prvotné	56
Príslušník	56
Pásmo	56
Raffael	56
Rané	56
Redaktor	56
Regulácia	56
Rommel	56
Rouen	56
Rozhodne	56
Rozpätie	56
Rádia	56
SHS	56
Salisbury	56
Slnečný	56
Snem	56
Sopron	56
Strabón	56
Svetozár	56
Sándor	56
TF	56
Tate	56
Taxonómia	56
Teoreticky	56
Teplíc	56
Thajska	56
Tolkien	56
Traduje	56
Triton	56
Trnovec	56
Trácie	56
Turecké	56
Ukončenie	56
Villefranche	56
Viola	56
Víťazmi	56
Výveva	56
WC	56
Wola	56
Woods	56
Yard	56
ZX	56
Zaujímal	56
Zemplínske	56
Zmysel	56
Západným	56
Zápoľský	56
abe	56
akčná	56
alba	56
alchýmia	56
amatérske	56
analógový	56
angličania	56
anomálie	56
any	56
arabi	56
arabsko	56
arcidiecéza	56
aristokratickej	56
atrament	56
augustu	56
automatických	56
autonómia	56
autonómnom	56
banditov	56
bastardov	56
bazaltovo	56
bezdetný	56
beznádejne	56
beztiaže	56
bežnými	56
bijú	56
binárnych	56
bobbyho	56
bostonu	56
bráško	56
bufet	56
centimeter	56
chôdzu	56
cibule	56
cirkvami	56
cola	56
coop	56
curtis	56
cárom	56
danou	56
darcy	56
dedičov	56
delostrelectvom	56
demonštrácii	56
depresiami	56
desiatu	56
devant	56
deviatom	56
dixon	56
dlhujem	56
dodávok	56
dolinách	56
domorodé	56
dorastajú	56
dospievajú	56
dostavaná	56
dotiahol	56
doživotne	56
dravec	56
drogový	56
držaný	56
držiteľa	56
dvory	56
dómami	56
džezový	56
eddieho	56
edgar	56
egyptskom	56
elitných	56
elvis	56
enormne	56
entomologických	56
estetickú	56
etike	56
ever	56
facka	56
facku	56
falošnú	56
fancy	56
fiktívny	56
finančnom	56
finálovej	56
flauty	56
frances	56
futbalistom	56
fízli	56
gardovej	56
geet	56
geografická	56
globálny	56
gramatické	56
grúňa	56
guinevere	56
hippies	56
hojné	56
hornatý	56
host	56
hostil	56
hovädzí	56
hrdinský	56
hurley	56
hádke	56
hádzaná	56
ice	56
ideológiu	56
injekcie	56
inscenácii	56
integrácii	56
inšpektorom	56
irak	56
iránskej	56
iskry	56
janine	56
jaskyňou	56
jačmeň	56
jeannie	56
jebnutý	56
jedovatá	56
jelene	56
kamennú	56
kanalizácia	56
karcinóm	56
kategóriou	56
katrina	56
každodenne	56
kellyová	56
kevina	56
klesli	56
